"Type","Subpopulation","Indicator","Category","Count.NResp.T3.Status.Condition","Estimate.P.T3.Status.Condition","StdError.P.T3.Status.Condition","LCB95.P.T3.Status.Condition","UCB95.P.T3.Status.Condition","Estimate.U.T3.Status.Condition","StdError.U.T3.Status.Condition","LCB95.U.T3.Status.Condition","UCB95.U.T3.Status.Condition","CI95.P.T3.Status.Condition","NationalRef.Estimate.P.T3.Status.Condition","NationalRef.LCB95.P.T3.Status.Condition","NationalRef.UCB95.P.T3.Status.Condition","NationalRef.LCB95.U.T3.Status.Condition","NationalRef.UCB95.U.T3.Status.Condition","ID2Condition","IndicatorPlainLanguage","CategoryConditionPlainLanguage","IndicatorConditionFlag","TypePlainLanguage","SubpopulationPlainLanguage","SubpopulationFlag"
"Major_Basins","Arkansas-White-Red Region","Total_Phosphorus","Good",30,32.41336668,5.821556935,21.00332475,43.82340861,16401.08821,3487.643162,9565.433221,23236.7432,22.82008386,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Arkansas-White-Red Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","Arkansas-White-Red Region","Total_Phosphorus","Fair",26,22.37224846,4.665781134,13.22748548,31.51701144,11320.30572,2523.618724,6374.103915,16266.50753,18.28952596,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Arkansas-White-Red Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","Arkansas-White-Red Region","Total_Phosphorus","Poor",52,45.21438486,5.561880315,34.31329975,56.11546996,22878.37366,3384.873977,16244.14257,29512.60474,21.80217021,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Arkansas-White-Red Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","California Region","Total_Phosphorus","Good",41,57.30761673,7.61616584,42.38020598,72.23502748,11406.22443,1595.830122,8278.454865,14533.994,29.8548215,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-California Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","California Region","Total_Phosphorus","Fair",13,32.84830715,7.800809454,17.55900157,48.13761273,6537.964496,1923.216361,2768.529694,10307.3993,30.57861116,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-California Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","California Region","Total_Phosphorus","Poor",14,9.844076117,2.983005642,3.997492493,15.69065974,1959.316194,579.4377619,823.6390496,3094.993339,11.693167247,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-California Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","Great Basin Region","Total_Phosphorus","Good",3,13.28640523,8.822814093,0,30.5788031,1201.550887,692.8798503,0,2559.57044,30.5788031,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Great Basin Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Basin Region","Total_Phosphorus","Fair",8,24.50482968,13.3363029,0,50.64350305,2216.084737,1281.283169,0,4727.353602,50.64350305,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Great Basin Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Basin Region","Total_Phosphorus","Poor",15,62.20876509,16.50026702,29.868836,94.54869419,5625.825465,2823.766142,91.34552565,11160.3054,64.67985819,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Great Basin Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Lakes Region","Total_Phosphorus","Good",29,26.08537507,4.276770782,17.70305837,34.46769177,27005.98945,4769.469593,17658.00082,36353.97808,16.7646334,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Great Lakes Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Great Lakes Region","Total_Phosphorus","Fair",23,25.22637905,5.473916113,14.49770062,35.95505749,26116.67744,6544.041803,13290.59119,38942.76369,21.45735687,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Great Lakes Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Great Lakes Region","Total_Phosphorus","Poor",61,48.68824588,5.46660089,37.97390501,59.40258674,50406.56885,6687.633096,37299.04884,63514.08886,21.42868173,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Great Lakes Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Lower Colorado Region","Total_Phosphorus","Good",6,34.99627262,15.98226083,3.671616996,66.32092825,1002.104026,591.0904628,0,2160.620045,62.649311254,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Lower Colorado Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Colorado Region","Total_Phosphorus","Fair",9,30.55156741,12.15494825,6.72830661,54.37482822,874.8317008,292.2037667,302.122842,1447.54056,47.64652161,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Lower Colorado Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Colorado Region","Total_Phosphorus","Poor",11,34.45215996,8.760816225,17.28127569,51.62304424,986.5235812,275.1043087,447.3290442,1525.718118,34.34176855,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Lower Colorado Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Mississippi Region","Total_Phosphorus","Good",7,10.2548242,4.471415288,1.491011273,19.01863712,7076.726182,2963.593088,1268.190464,12885.2619,17.527625847,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Lower Mississippi Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Lower Mississippi Region","Total_Phosphorus","Fair",8,26.65961731,10.73038723,5.62844479,47.69078983,18397.46915,9135.191716,492.8223918,36302.1159,42.06234504,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Lower Mississippi Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Lower Mississippi Region","Total_Phosphorus","Poor",46,63.08555849,9.932083375,43.61903279,82.5520842,43534.5565,8223.210148,27417.36078,59651.75223,38.93305141,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Lower Mississippi Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Mid-Atlantic Region","Total_Phosphorus","Good",16,15.95731302,5.891354188,4.410470992,27.50415505,14189.17713,5531.607529,3347.425592,25030.92866,23.093684058,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Mid-Atlantic Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Mid-Atlantic Region","Total_Phosphorus","Fair",35,25.30770554,5.196151157,15.12343641,35.49197467,22503.50771,5220.488013,12271.53922,32735.4762,20.36853826,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Mid-Atlantic Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Mid-Atlantic Region","Total_Phosphorus","Poor",90,58.73498144,7.010207015,44.99522817,72.47473471,52226.904,8217.793272,36120.32515,68333.48284,27.47950654,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Mid-Atlantic Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Missouri Region","Total_Phosphorus","Good",76,16.83158587,2.242825546,12.43572858,21.22744317,21728.90236,2687.978132,16460.56203,26997.24268,8.79171459,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Missouri Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","Missouri Region","Total_Phosphorus","Fair",64,20.07193678,4.0433355,12.14714482,27.99672873,25912.06542,6050.481369,14053.33985,37770.79099,15.84958391,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Missouri Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","Missouri Region","Total_Phosphorus","Poor",200,63.09647735,3.949787887,55.35503534,70.83791935,81455.02185,7231.468148,67281.60473,95628.43898,15.48288401,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Missouri Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","New England Region","Total_Phosphorus","Good",30,26.31306335,6.768043018,13.04794279,39.57818391,13835.3706,3605.325255,6769.062946,20901.67825,26.53024112,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-New England Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","New England Region","Total_Phosphorus","Fair",46,32.23293032,6.786478976,18.93167594,45.53418469,16948.02808,3146.389948,10781.2171,23114.83906,26.60250875,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-New England Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","New England Region","Total_Phosphorus","Poor",50,41.45400633,9.412885452,23.00508985,59.90292281,21796.45649,7620.827458,6859.909138,36733.00384,36.89783296,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-New England Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","Ohio-Tennessee Region","Total_Phosphorus","Good",26,15.24822828,3.041584279,9.286832633,21.20962392,29064.17308,5794.503293,17707.15532,40421.19084,11.922791287,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Ohio-Tennessee Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Ohio-Tennessee Region","Total_Phosphorus","Fair",25,16.15732815,3.584251941,9.132323433,23.18233286,30796.98004,7146.964265,16789.18748,44804.7726,14.050009427,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Ohio-Tennessee Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Ohio-Tennessee Region","Total_Phosphorus","Poor",116,68.59444358,4.137625691,60.48484624,76.70404091,130745.7328,14123.51498,103064.1521,158427.3135,16.21919467,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Ohio-Tennessee Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Pacific Northwest Region","Total_Phosphorus","Good",36,9.719632014,1.939510984,5.918260337,13.52100369,11823.11266,2149.993546,7609.20274,16037.02258,7.602743353,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Pacific Northwest Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Pacific Northwest Region","Total_Phosphorus","Fair",64,37.15251854,4.85037847,27.64595143,46.65908565,45192.90562,7135.304526,31207.96573,59177.84551,19.01313422,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Pacific Northwest Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Pacific Northwest Region","Total_Phosphorus","Poor",97,53.12784945,4.928114361,43.46892279,62.7867761,64625.54842,8831.335789,47316.44833,81934.6485,19.31785331,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Pacific Northwest Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","Total_Phosphorus","Good",12,6.049917809,1.700317752,2.717356253,9.382479364,2591.061639,559.4469345,1494.565797,3687.557482,6.665123111,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Rio Grande-Texas-Gulf Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","Total_Phosphorus","Fair",24,25.68343755,7.384850568,11.20939641,40.1574787,10999.71469,2893.320919,5328.909897,16670.51949,28.94808229,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Rio Grande-Texas-Gulf Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","Total_Phosphorus","Poor",41,68.26664464,7.889220314,52.80405696,83.72923232,29237.27062,7531.933256,14474.9527,43999.58853,30.92517536,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Rio Grande-Texas-Gulf Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Souris-Red-Rainy Region","Total_Phosphorus","Good",3,6.373310209,3.510905193,0,13.25455794,1328.373133,721.5095149,0,2742.505796,13.25455794,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Souris-Red-Rainy Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Souris-Red-Rainy","Remove"
"Major_Basins","Souris-Red-Rainy Region","Total_Phosphorus","Fair",4,31.73182687,12.39699426,7.434164603,56.02948913,6613.785439,3183.914408,373.4278686,12854.14301,48.595324527,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Souris-Red-Rainy Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Souris-Red-Rainy","Remove"
"Major_Basins","Souris-Red-Rainy Region","Total_Phosphorus","Poor",18,61.89486293,12.22526839,37.93377719,85.85594866,12900.59173,2576.553417,7850.639827,17950.54363,47.92217147,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Souris-Red-Rainy Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Souris-Red-Rainy","Remove"
"Major_Basins","South-Atlantic Region","Total_Phosphorus","Good",34,15.76214885,3.023915374,9.835383629,21.68891408,26110.54075,4693.804544,16910.8529,35310.22861,11.853530451,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-South-Atlantic Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","South-Atlantic","Remove"
"Major_Basins","South-Atlantic Region","Total_Phosphorus","Fair",31,22.30168726,5.36498112,11.78651748,32.81685703,36943.51065,10317.43004,16721.71935,57165.30194,21.03033955,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-South-Atlantic Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","South-Atlantic","Remove"
"Major_Basins","South-Atlantic Region","Total_Phosphorus","Poor",83,61.93616389,5.421651004,51.30992318,72.56240459,102599.382,14098.0723,74967.66803,130231.096,21.25248141,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-South-Atlantic Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","South-Atlantic","Remove"
"Major_Basins","Upper Colorado Region","Total_Phosphorus","Good",19,34.21262791,6.601146966,21.2746176,47.15063822,9212.32678,1962.975036,5364.966407,13059.68715,25.87602062,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Upper Colorado Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Upper Colorado","Remove"
"Major_Basins","Upper Colorado Region","Total_Phosphorus","Fair",14,29.16255077,6.578240746,16.26943583,42.05566572,7852.508383,2009.325733,3914.302313,11790.71445,25.78622989,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Upper Colorado Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Upper Colorado","Remove"
"Major_Basins","Upper Colorado Region","Total_Phosphorus","Poor",29,36.62482131,6.309215224,24.2589867,48.99065592,9861.850515,1852.509681,6230.99826,13492.70277,24.73166922,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Upper Colorado Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Upper Colorado","Remove"
"Major_Basins","Upper Mississippi Region","Total_Phosphorus","Good",16,15.58682623,3.485858648,8.754668828,22.41898364,18109.11066,4303.14605,9675.09938,26543.12194,13.664314812,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Major_Basins-Upper Mississippi Region-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Major River Basins","Upper Mississippi","Remove"
"Major_Basins","Upper Mississippi Region","Total_Phosphorus","Fair",22,19.0723055,3.855743929,11.51518627,26.62942474,22158.6156,4853.107403,12646.69987,31670.53132,15.11423847,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Major_Basins-Upper Mississippi Region-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Major River Basins","Upper Mississippi","Remove"
"Major_Basins","Upper Mississippi Region","Total_Phosphorus","Poor",130,65.34086827,4.740041706,56.05055724,74.63117929,75914.42904,7789.276066,60647.72848,91181.12959,18.58062205,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Major_Basins-Upper Mississippi Region-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Major River Basins","Upper Mississippi","Remove"
"Land_Owner","BLM","Total_Phosphorus","Good",7,9.254949236,4.008877674,1.397693376,17.1122051,1738.276218,719.6922002,327.705426,3148.847011,15.714511724,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Land_Owner-BLM-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Land Owner","Bureau of Land Management","Keep"
"Land_Owner","BLM","Total_Phosphorus","Fair",11,7.657919726,3.125336427,1.532372888,13.78346656,1438.320125,479.3797339,498.7531116,2377.887138,12.251093672,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Land_Owner-BLM-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Land Owner","Bureau of Land Management","Keep"
"Land_Owner","BLM","Total_Phosphorus","Poor",28,83.08713104,5.334610072,72.63148743,93.54277465,15605.52957,3828.840934,8101.139234,23109.9199,20.91128722,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Land_Owner-BLM-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Land Owner","Bureau of Land Management","Keep"
