"SITE_ID","LAT_DD83","LON_DD83","XCOORD","YCOORD","AG_ECO3_NM","AG_ECO9_NM","MISS_BASIN_NM","MAJ_BAS_NM","FS_EW","EPA_REG","STRAH_CAT","NARS_OWN","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","WGT13_ALL","WGT13_CAT","ANC_COND","ANC","DOC","PH","SAL_COND","COND","NTL_COND","NTL_UG_L","PTL_COND","PTL","BENT_MMI_COND","MMI_BENT","OE_SCORE","OE_COND","INSTRMCVR_COND","L_XFC_NAT","BEDSED_COND","LRBS_USE","RIPDIST_COND","W1_HALL","RIPVEG_COND","L_XCMGW","FISH_MMI_COND","MMI_FISH","ENT_1X_CCE_100ML","ENT_1X_STV_COND","MICX_COND","MICX_RESULT","MICX_MDL","MICX_RL","MICX_FLAG","HG_COND","MERCURY_RESULT","MERCURY_MDL","MERCURY_RL","MERCURY_FLAG","PUBLICATION_DATE"
"NJRO-1020","40.90745","-74.30466","1797006","587858","Eastern Highlands","Southern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_2","RiversOther","Local Government","Target_Sampled","NJ_RiversOther_SAP","Base_NewRiversOther","Include","NJ","Target","NonUrban","1","172.38495","115.86663","NJ_RiversOther","None","753.84","5.83","7.2","Good","288","Poor",953,"Poor","188","Poor","8.28","0.21143413765801078","OE<0.5","Good","-0.089084675","Poor","-2.375932602","Low","0.0681818181818182","Fair","-0.08727083","Poor","35.39","1110.41281988978","Below Human Health Threshold","<= 10 ug/L","0.17",NA,NA,NA,"Exceeds 300 ng Hg/g ww","319","1.64","9.09",NA,2017-10-12
"MNSS-1171","44.94257","-93.02145","235400.9","836389.5","Plains and Lowlands","Upper Midwest","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_5","SmallStreams","Private","Target_Sampled","MN_SmallStreams_UMW","Base_NewSmallStreams","Include","MN","Target","Urban","1","5594.25648","2448.25674","MN_SmallStreams","None","2072.39","7.42","7.98","Fair","930","Fair",770,"Poor","56","Fair","28.68","1.0634841750338924","O/E>=0.9","Not Assessed",NA,"Not Assessed",NA,"Not Assessed",NA,"Not Assessed",NA,"Poor","13.38","552.884967064355","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"PAS9-0923","40.52159","-79.39899","1387532","460125.5","Eastern Highlands","Southern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_3","LargeStreams","Private","Target_Sampled","PA_Streams_PA_3rd","Base_09Stream","Include","PA","Target","NonUrban","1","1","1455.76396","PA_LargeStreams","None","2678.06","1.36","8.02","Fair","858","Poor",688,"Poor","28","Poor","22.53","0.85930227933720471","O/E<0.9","Good","-0.409441858","Fair","-0.576770591","Moderate","0.871245454545455","Fair","-0.142530437","Good","62.1","2733.84396655329","Above Human Health Threshold","<= 10 ug/L","0.366",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","36.1","0.695","3.85",NA,2017-10-12
"NJS9-0909","41.11046","-74.84292","1748152","599974.3","Eastern Highlands","Southern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_2","LargeStreams","State","Target_Sampled","NJ_Streams_NJ_3rd4t","Base_09Stream_RVT","Include","NJ","Target","NonUrban","2","1","940.18031","NJ_LargeStreams","None","479.48","4.13","7.28","Good","187.6","Fair",320,"Poor","26","Poor","10.92","0.39755636175278147","OE<0.5","Good","-0.273495069","Good","0.976886242","Low","0.128790909090909","Poor","-0.324554962","Poor","40.39","376.970212270012","Below Human Health Threshold","<= 10 ug/L","0.163",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","190","0.813","4.5",NA,2017-10-12
"NER9-0904","40.79966","-98.43775","-203968.9","372385.7","Plains and Lowlands","Southern Plains","Lower Missouri Region","Missouri Region",NA,"Region_7","RiversOther","Private","Target_Sampled","NE_Rivers_NE_7th+","Base_09River","Include","NE","Target","NonUrban","1","1","230.18264","NE_RiversOther","None","4196.22","2.94",NA,"Good","883","Poor",1220,"Poor","150","Fair","24.17","0.10186838857285552","OE<0.5","Good","-1.037071311","Good","-1.774837378","Moderate","0.742445454545455","Poor","-0.749136614","Not Assessed",NA,"139.433042355475","Below Human Health Threshold","<= 10 ug/L","0.146",NA,"0.15","L","Not Assessed",NA,NA,NA,NA,2017-10-12
"AZRM-1002","35.9166","-113.3347","-1541787","-36380.51","West","Xeric",NA,"Lower Colorado Region",NA,"Region_9","RiversMajor","Private","Target_Sampled","AZ_RiversMajor_XER","Base_NewRiversMajor","Include","AZ","Target","NonUrban","1","472.09956","220.76414","AZ_RiversMajor","None","2630.27","2.94","8.14","Fair","838","Good",251,"Fair","54","Fair","44.73","0.25340897912468341","OE<0.5","Good","-0.214670165","Not Assessed",NA,"Low","0","Fair","-0.453401258","Not Assessed",NA,NA,"Below Human Health Threshold","<= 10 ug/L","0.116",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","23.1","1.68","9.33",NA,2017-10-12
"MDRM-1003","39.44732","-78.97643","1443923","347932.7","Eastern Highlands","Southern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_3","RiversMajor","Private","Target_Sampled","MD_RiversMajor_SAP","Base_NewRiversMajor","Include","MD","Target","Urban","1","433.29365","108.32341","MD_RiversMajor","None","817.64","6.97","7.67","Fair","524","Poor",583,"Poor","40","Poor","28.18","0.63810124045130745","O/E<0.8","Good","-0.312227896","Good","0.465742647","High","1.70134285714286","Good","0.2321294278","Fair","51.71","1679.02463878846","Above Human Health Threshold","<= 10 ug/L","0.15",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","9.04","1.6","8.83",NA,2017-10-12
"NVRM-1001","36.73991","-114.206","-1600799","68635.97","West","Xeric",NA,"Lower Colorado Region",NA,"Region_9","RiversMajor","BLM","Target_Sampled","NV_RiversMajor_XER","Base_NewRiversMajor","Include","NV","Target","NonUrban","1","349.07682","74.80218","NV_RiversMajor","None","2850.82","1.06","8.04","Poor","3140","Good",130,"Fair","55","Poor","18.55","0.67314673631871169","O/E<0.8","Poor","-1.256062854","Poor","-3.356443087","High","1.92391991341991","Poor","-0.996069706","Not Assessed",NA,"112.042888265301","Below Human Health Threshold","<= 10 ug/L","0.213",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"OKR9-0909","34.59159","-99.02375","-275108.9","-321294.2","Plains and Lowlands","Southern Plains","Arkansas-White-Red Region","Arkansas-White-Red Region",NA,"Region_6","RiversOther","Private","Target_Sampled","OK_Rivers_OK_5th","Base_09River","Include","OK","Target","NonUrban","1","1","256.94212","OK_RiversOther_WPT","None","3664.29","15.59","7.83","Good","472","Poor",3410,"Poor","829","Poor","20.17","1.171862348974686","O/E>=0.9","Good","-0.899942911","Fair","-2.632481163","Moderate","0.6667","Good","-0.225317178","Poor","36.51","358.215549901064","Below Human Health Threshold","<= 10 ug/L","0.268",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","83","5.71","31.6",NA,2017-10-12
"OKS9-0931","34.83934","-98.306","-209147.8","-295421.5","Plains and Lowlands","Southern Plains","Arkansas-White-Red Region","Arkansas-White-Red Region",NA,"Region_6","SmallStreams","Private","Target_Sampled","OK_Streams_OK_1st2n","Base_09Stream_RVT","Include","OK","Target","NonUrban","1","1","764.72468","OK_SmallStreams_WPT","None","4317.34","14.74","7.8","Fair","1072","Poor",2433,"Poor","1082","Poor","16.57","0.65399569304120708","O/E<0.8","Fair","-0.862415739","Fair","-1.741483939","Moderate","0.969713636363636","Good","0.0782755221","Poor","36","5005.48648328997","Above Human Health Threshold","<= 10 ug/L","0.127",NA,"0.15","L","Not Assessed",NA,NA,NA,NA,2017-10-12
"NELS-1074","40.84166","-99.74438","-313063.1","380641.6","Plains and Lowlands","Southern Plains","Lower Missouri Region","Missouri Region",NA,"Region_7","LargeStreams","Private","Target_Sampled","NE_LargeStreams_SPL","Base_NewLargeStreams","Include","NE","Target","NonUrban","1","2005.23268","454.34322","NE_LargeStreams","None","4176.238","3.93",NA,"Good","825","Fair",970,"Fair","110","Poor","19.45","0.97817799343259626","O/E>=0.9","Good","-0.457627316","Poor","-2.846839034","Moderate","0.886381818181818","Poor","-1.485090181","Poor","30.02","714.742487802747","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"PALS-1090","41.51621","-79.32288","1374384","570897.2","Eastern Highlands","Northern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_3","LargeStreams","DOD","Target_Sampled","PA_LargeStreams_NAP","Base_NewLargeStreams","Include","PA","Target","NonUrban","1","1102.45991","660.81246","PA_LargeStreams","None","173.31","2.93","6.91","Good","50.6","Good",344,"Poor","59","Good","74.75","1.2300141787181345","O/E>=0.9","Good","-0.380053345","Good","-0.029596719","Low","0","Good","0.0618977863","Good","60.61","1483.92315509782","Above Human Health Threshold","<= 10 ug/L","0.121",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","10","0.84","4.65",NA,2017-10-12
"KSRS-1340","38.43482","-95.74648","21921.85","104804.9","Plains and Lowlands","Temporate Plains","Lower Missouri Region","Missouri Region",NA,"Region_7","LargeStreams","Private","Target_Sampled","KS_RiverStream","Base_NewRiverStream","Include","KS","Target","NonUrban","1","987.90857","262.74164","KS_RiverStream","None","1617.52","7.05","7.65","Good","234","Poor",2053,"Poor","257","Poor","13.3","0.61271611293262451","O/E<0.8","Good","-0.706938935","Good","-0.415253556","Moderate","1.12126818181818","Good","-0.073388102","Fair","53.27","3837.15434171578","Above Human Health Threshold","<= 10 ug/L","0.102",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","133","0.821","4.55",NA,2017-10-12
"NDSS-1103","46.31488","-101.6123","-433050.9","997798.4","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","SmallStreams","Private","Target_Sampled","ND_SmallStreams_NPL","Base_NewSmallStreams","Include","ND","Target","NonUrban","1","135.74428","17.5013","ND_SmallStreams","None","7141.15","18.49","7.94","Poor","2650","Poor",1383,"Fair","66","Poor","15.65","0.63031576003183432","O/E<0.8","Poor","-1.293204657","Poor","-2.88647484","High","1.86365454545455","Poor","-2","Poor","33.48","558.763084419552","Below Human Health Threshold","<= 10 ug/L","0.128",NA,"0.15","L","Not Assessed",NA,NA,NA,NA,2017-10-12
"TXSS-1216","32.78727","-96.87091","-81097.11","-526857.5","Plains and Lowlands","Southern Plains",NA,"Rio Grande-Texas-Gulf Region",NA,"Region_6","SmallStreams","Private","Target_Sampled","TX_SmallStreams_SPL","Base_NewSmallStreams","Include","TX","Target","Urban","1","2153.05961","179.88952","TX_SmallStreams","None","2785.47","4.82","7.82","Good","474","Fair",816,"Poor","186","Fair","28.08","0.94297497039816658","O/E>=0.9","Poor","-1.837272689","Good","-0.045788269","High","3.40165","Poor","-1.139661993","Poor","37.76","1940.80793252453","Above Human Health Threshold","<= 10 ug/L","0.447",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","23.6","0.7","3.88",NA,2017-10-12
"TXS9-0928","33.75841","-97.29398","-119014.2","-417994.9","Plains and Lowlands","Southern Plains","Arkansas-White-Red Region","Arkansas-White-Red Region",NA,"Region_6","SmallStreams","Private","Target_Sampled","TX_Streams_TX_2nd","Base_09Stream","Include","TX","Target","NonUrban","2","1","340.44204","TX_SmallStreams","None","4732.57","2.93","7.93","Good","465","Good",236,"Good","42","Fair","31.85","1.1196070262791851","O/E>=0.9","Good","-0.647817482","Good","0.108520647","Low","0.272740909090909","Fair","-0.317629257","Good","55.14","381.165755969428","Below Human Health Threshold","<= 10 ug/L","0.139",NA,"0.15","L","Exceeds 300 ng Hg/g ww","375","7.62","42.2",NA,2017-10-12
"KSR9-0906","37.39754","-95.67977","28081.58","-11435.64","Plains and Lowlands","Temporate Plains","Arkansas-White-Red Region","Arkansas-White-Red Region",NA,"Region_7","RiversOther","Private","Target_Sampled","KS_Rivers_KS_4th5th","Base_09River","Include","KS","Target","NonUrban","1","1","228.9522","KS_RiverStream","None","2496.34","4.99","7.89","Good","306","Fair",1036,"Fair","126","Good","56.73","1.4054917711839512","O/E>=0.9","Poor","-0.958607315","Good","0.089271566","High","1.65154545454545","Good","-0.153634768","Fair","48.88","103.962028556753","Below Human Health Threshold","<= 10 ug/L","0.187",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","203","3.96","21.9","H",2017-10-12
"PAS9-0922","41.65698","-78.61148","1429502","596894.5","Eastern Highlands","Northern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","PA_Streams_PA_2nd","Base_09Stream","Include","PA","Target","NonUrban","1","1","928.92714","PA_SmallStreams","None","33.82","2.43","6.17","Good","36.5","Good",249,"Good","12","Fair","50.98","1.074700043624232","O/E>=0.9","Good","-0.335101728","Good","-0.216272174","Low","0.181827272727273","Good","-0.019789969","Good","62.64","189.561956143296","Below Human Health Threshold","<= 10 ug/L","0.138",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","124","0.775","4.29",NA,2017-10-12
"MNS9-0933","44.51765","-94.02858","156339.1","786851.7","Plains and Lowlands","Upper Midwest","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_5","SmallStreams","State","Target_Sampled","MN_Streams_MN_2nd","Base_09Stream","Include","MN","Target","NonUrban","1","1","598.6798","MN_SmallStreams","None","4183.82","6.02","8.12","Fair","732","Poor",19100,"Poor","156","Fair","26.78","1.0408877607307261","O/E>=0.9","Good","-0.412039727","Good","-0.626089212","Low","0.299932619047619","Fair","-0.142530437","Poor","22.5","376.708580918423","Below Human Health Threshold","<= 10 ug/L","0.151",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","77.1","0.945","5.24",NA,2017-10-12
"NJR9-0902","40.5089","-74.46615","1793889","541319.2","Eastern Highlands","Southern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_2","RiversMajor","Private","Target_Sampled","NJ_Rivers_NJ_6th+","Base_09River_RVT","Include","NJ","Target","Urban","2","1","233.99159","NJ_RiversMajor","None","771.46","6.02","7.38","Good","189.4","Poor",1341,"Poor","156","Poor","7.4","0.45785054241358047","OE<0.5","Good","-0.060934793","Poor","-2.469051498","High","3.723535","Good","0.0003946339","Poor","25.78","836.582667874111","Below Human Health Threshold","<= 10 ug/L","0.115",NA,"0.15","L","Exceeds 300 ng Hg/g ww","346","2.45","13.6","H",2017-10-12
"OKRO-1089","34.88904","-99.37742","-306091","-286959.9","Plains and Lowlands","Southern Plains","Arkansas-White-Red Region","Arkansas-White-Red Region",NA,"Region_6","RiversOther","Private","Target_Sampled","OK_RiversOther_WPT","Base_NewRiversOther","Include","OK","Target","NonUrban","1","472.48132","590.60165","OK_RiversOther_WPT","None","1871.73","10.82","7.61","Poor","43220","Poor",2168,"Fair","83","Poor","4.03","0.38171589895336228","OE<0.5","Fair","-1.190134333","Good","-1.101286567","Moderate","1.25758181818182","Good","-0.115951666","Not Assessed",NA,"1367.57753999241","Above Human Health Threshold","<= 10 ug/L","0.224",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"VTR9-0901","42.79337","-72.52477","1889949","827453","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversMajor","Private","Target_Sampled","VT_Rivers_VT_6th","Base_09River_RVT","Include","VT","Target","NonUrban","2","1","7.51556","VT_RiverStream","None","489.01","3.42","7.34","Good","90.2","Good",250,"Fair","23","Poor","11.58","0.59659723946574172","O/E<0.8","Good","-0.401906196","Poor","-3.360653216","Moderate","1.12124545454545","Fair","-0.084264487","Poor","20.79","1983.58122744218","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","313","3.36","18.6","H",2017-10-12
"NDLS-1055","46.27863","-100.2429","-327644.9","988303.6","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","LargeStreams","Private","Target_Sampled","ND_LargeStreams_NPL","Base_NewLargeStreams","Include","ND","Target","NonUrban","1","1156.13276","100.94647","ND_LargeStreams","None","7419.48","6.13","8.12","Fair","1403","Fair",631,"Poor","202","Good","58.57","1.0541922680468545","O/E>=0.9","Good","-0.422299355","Fair","-2.29904108","High","2.59855","Good","-0.618556717","Fair","44.66","511.723454322054","Below Human Health Threshold","<= 10 ug/L","0.123",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","50.4","0.714","3.95",NA,2017-10-12
"COS9-0934","38.06736595","-105.08476002","-788280.622","101295.907","West","Western Mountains","Arkansas-White-Red Region","Arkansas-White-Red Region",NA,"Region_8","LargeStreams","Private","Target_Sampled","CO_Streams_CO_3rd","Base_09Stream","Include","CO","Target","NonUrban","1","1","440.25247","CO_LargeStreams","None","1015.91","3.01","7.74","Good","143.4","Good",131,"Poor","56","Fair","36.85","0.94533619636399135","O/E>=0.9","Poor","-0.958607315","Poor","-1.368496762","High","1.5","Poor","-0.474955193","Poor","64.1","807.069946448563","Below Human Health Threshold","<= 10 ug/L","0.117",NA,"0.15","L","Not Assessed",NA,NA,NA,NA,2017-10-12
"CAR9-0902","34.35671322","-119.01988077","-2080635.698","-98699.839","West","Xeric",NA,"California Region",NA,"Region_9","SmallStreams","Private","Target_Sampled","CA_Rivers_CA_6th","Base_09River","Include","CA","Target","Urban","1","1","264.46994","CA_SmallStreams","None","5050","1.92","8.01","Poor","1567","Poor",2250,"Good","27.3","Poor","30.9","0.63079732475321737","O/E<0.8","Fair","-0.848268086","Fair","-1.318235909","Low","0.242436363636364","Good","0.0413029455","Not Assessed",NA,"333.153144522886","Below Human Health Threshold","<= 10 ug/L","0.237",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"TXS9-0936","32.77924","-96.55449","-51638.24","-527974.6","Plains and Lowlands","Southern Plains",NA,"Rio Grande-Texas-Gulf Region",NA,"Region_6","SmallStreams","Private","Target_Sampled","TX_Streams_TX_1st","Base_09Stream","Include","TX","Target","NonUrban","1","1","533.37897","TX_SmallStreams","None","3696.02","7.83","8.03","Good","474","Fair",926,"Fair","109","Good","43.6","1.1214299576234872","O/E>=0.9","Good","-0.570100974","Good","-0.436797467","Moderate","0.954581818181818","Good","-0.20034622","Fair","42.65","1152.47884765467","Below Human Health Threshold","<= 10 ug/L","0.197",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","76.4","0.912","5.05",NA,2017-10-12
"MNS9-0934","44.40724","-93.61883","189134.6","775298.9","Plains and Lowlands","Upper Midwest","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_5","SmallStreams","Private","Target_Sampled","MN_Streams_MN_1st","Base_09Stream","Include","MN","Target","NonUrban","1","1","1142.83715","MN_SmallStreams","None","3052.65","12.5","7.85","Good","395","Poor",6500,"Poor","110","Poor","13.28","0.48578878287543431","OE<0.5","Poor","-1.765916798","Not Assessed",NA,"Moderate","0.857142857142857","Poor","-1.765916798","Poor","0","801.969226882095","Below Human Health Threshold","<= 10 ug/L","0.635",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"MNSS-1175","44.17742","-95.60563","31434.42","747380.6","Plains and Lowlands","Temporate Plains","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_5","SmallStreams","Private","Target_Sampled","MN_SmallStreams_TPL","Base_NewSmallStreams","Include","MN","Target","NonUrban","1","5643.61519","2469.85797","MN_SmallStreams","None","4065.27","3.95","8.14","Fair","1246","Poor",22563,"Fair","93","Poor","16.7","0.78177839328800247","O/E<0.8","Good","-0.381951903","Good","-0.602539991","Moderate","1.3334","Poor","-1.026452336","Poor","42.51","775.772846407491","Below Human Health Threshold","<= 10 ug/L","0.145",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","70.5","0.894","4.95",NA,2017-10-12
"COR9-0903","37.60461992","-103.60597013","-664414.02","38327.278","Plains and Lowlands","Southern Plains","Arkansas-White-Red Region","Arkansas-White-Red Region","West","Region_8","RiversOther","USFS","Target_Sampled","CO_Rivers_CO_5th","Base_09River","Include","CO","Target","NonUrban","1","1","208.81567","CO_RiversOther","None","3938.54","4.54","8","Poor","4330","Good",440,"Good","33","Poor","15.98","0.84523481890538088","O/E<0.9","Not Assessed",NA,"Not Assessed",NA,"Not Assessed",NA,"Not Assessed",NA,"Poor","39.42",NA,"Below Human Health Threshold","<= 10 ug/L","0.192",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
